group-id	STD-NC	STD-NC	STD-NC	STD-NR	STD-NR	STD-NR	HSD-NC	HSD-NC	HSD-NC	HSD-NR	HSD-NR	HSD-NR	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	STD-NR	STD-NR	STD-NR	STD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
subject_id	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
Bacteria|Firmicutes|Clostridia	0.4872854559867466	0.5349346012142107	0.14618853066322318	0.3564430622926068	0.2280584385057679	0.49244673983214976	0.4295896704851959	0.8174967085849185	0.7761838866764553	0.6186580520683921	0.8190947590372211	0.7717236587928288	0.678359036387461	0.3863092477506725	0.27455351520189425	0.38226344008114765	0.7653410860762122	0.49671690792419043	0.7990449983813532	0.8105144957125358	0.3619441571871768	0.6067798750078909	0.38862973760932945	0.1856729117648288	0.3481961025128627	0.8268920657353555	0.3136386855099608	0.6568354997758853	0.5946890286512928
Bacteria|Bacteroidota|Bacteroidia	0.4948741015204012	0.3676349412310694	0.7162048307542497	0.5565151745623969	0.7039742523415181	0.18446309446955025	0.39115140451454766	0.03455607511992857	0.04564420547814972	0.2568703113694926	0.016796812179475724	0.012920662893550683	0.052162080435439975	0.5073988189098104	0.6019043300838812	0.36748297348210407	0.0019727961790052956	0.20981942993583047	0.03293946260925866	0.022090649244589627	0.5690279214064116	0.009469099173032005	0.20379008746355684	0.7689954488655597	0.5195481496129921	0.08919932597706148	0.5083148873375334	0.11564320932317347	0.09049615653389238
Bacteria|Firmicutes|Bacilli	0.012523046502721047	0.07693473381131433	0.08942610978217151	0.06512075988304292	0.05746211984233175	0.29436195394878417	0.04950413816443948	0.11112119973971338	0.12499603874634244	0.018507000418882726	0.1257616639565427	0.17811027891686718	0.17561233746598126	0.08604025600593637	0.028804251996271946	0.19014635560063758	0.1760980168206832	0.1168482316072228	0.05462932988022014	0.09775418538178848	0.008273009307135471	0.28236853733981443	0.3935860058309038	0.022676267651840304	0.09362781322314623	0.02996865430957946	0.07980021567625858	0.03765127745405648	0.07127882599580712
Bacteria|Verrucomicrobiota|Verrucomicrobiae	0.0005878528230295796	0.011763257342564618	0.03756218378881856	0.00791544836367119	0.00047011174194481613	0.016698945556272864	0.09153189001815254	0.003488143339235181	0.011007003496466562	0.08715934045010854	0.005342815789003448	0.006151082793913309	0.0	0.006690783167918869	0.0825965389556412	0.02463411099840603	0.0	0.0008953887479480674	0.02120427322758174	0.02439771335238873	0.010082730093071354	0.0	0.0	0.0	0.0	0.0010690148756137775	0.0009081105624609797	0.0555356342447333	0.14220824598183088
Bacteria|Proteobacteria|Gammaproteobacteria	0.002538455372173185	0.005247056817858936	0.004822286669912572	0.005228139559777128	0.002007015513687484	0.004217774908543146	0.006645676720645697	0.01144807130642696	0.013764036042126612	0.0037191708660717685	0.012061540660793738	0.009675670179957298	0.04097369216812821	0.007154562038153542	0.009534245195093076	0.016751195478916098	0.021908420724743017	0.12311595284285927	0.035367432826157334	0.02341772151898734	0.031799379524301966	0.056498958399090964	0.011078717201166181	0.008132697539712722	0.0055891505948230105	0.012646989545396895	0.030308190022135195	0.029269385925593906	0.06359189378057302
Bacteria|Actinobacteriota|Actinobacteria	0.0	2.8413665078658495e-05	0.003340460212959631	0.00291829341806525	0.0013560915633023542	0.0	0.019198621637420903	0.010797354761580485	0.005999978873313826	0.001497823079168835	0.005932491110197809	0.00682888806046023	0.003326277592984578	0.0	0.0	0.004608027822054775	0.0136019104973523	0.01044620205939412	0.0046131434121074785	0.00016333197223356472	0.0	0.0026513477684489617	0.0	0.00012119641760106318	0.0021093752710443143	0.0006341613668895291	0.013791929167376128	0.08130883012102197	0.0143256464011181
Bacteria|Patescibacteria|Saccharimonadia	0.000507691074434637	0.0012880861502325184	0.0011769935858083364	0.0003323924935634165	0.0	0.002130406714009038	0.0038048550360486938	0.005614321817163784	0.01536966419132327	0.002805244919460276	0.0011793506423887212	0.0038295997559901042	0.006350166313879649	0.0014840923847509507	0.0012342880173304112	0.009853644399362411	0.003737929602325823	0.015221608715117147	0.032534800906442216	0.0005512454062882809	0.012668045501551189	0.01578183195505334	0.0029154518950437317	0.0	0.0227937426492782	0.0024098131941802103	0.02826494125659799	0.0008516360376512774	0.0
Bacteria|Actinobacteriota|Coriobacteriia	0.0005789459620745861	0.002102611215820729	0.0002032219140964034	0.0007887279508284461	0.00021697465012837666	0.005487411233053583	0.008225050509194212	0.00334438038165282	0.006718286203217594	0.010732283164722458	0.013419580794453477	0.010624597553122988	0.039360951516984176	0.0007791485019942491	0.0010579611577117812	0.0042602521373713955	0.014017236008721836	0.015221608715117147	0.019019100032372935	0.019191506737443853	0.003360910031023785	0.023483365949119372	0.0	0.00047642729677659323	0.0020330491921578425	0.021543367578047146	0.007775696691072138	0.02268041237113402	0.023410202655485674
Bacteria|Desulfobacterota|Desulfovibrionia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018180131713199147	0.0	0.0	0.0018689648011629115	0.0046261751977316815	0.0	0.0	0.0	0.0	0.0	0.0037236554511223207	0.003403449244892224	0.012012828178507365	0.01435949826891424	0.0	0.0
Bacteria|Firmicutes|Negativicutes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007618657561611662	0.0011969316916287638	0.0	0.0	0.0	0.0
Bacteria|Cyanobacteria|Vampirivibrionia	0.0002939264115147898	0.0	0.0007451470183534791	0.004405608982484606	0.006454995841319206	0.0	0.00028715887064518445	0.0	0.0	5.077366370063848e-05	0.0	0.0	0.0021923193226489265	0.0005008811798534458	0.00018892163530567522	0.0	0.0005191568892119198	0.0	0.0	0.0	0.0	0.0010731645729436274	0.0	0.0	0.00011448911832970784	0.0013226794223695892	0.0	0.0	0.0
Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018235196198604744	0.0	0.0	0.0	0.0	0.0	0.001397520328973812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria	0.00013360291432490447	0.0	0.0003302356104066555	0.00026478724063526405	0.0	0.0	6.153404370968238e-05	0.00031022532951983174	0.00031690029260460353	0.0	0.0	0.00013556105330938422	0.0006047777441790142	0.0002473487307918251	0.0	0.0	0.0009344824005814557	0.007088494254588867	0.0006474587245063128	0.0019191506737443855	0.0	0.001893819834606401	0.0	0.0017677960222499906	0.0002775493777689887	0.0	0.001248652023383847	0.00022411474675033618	0.0
Bacteria|Campylobacterota|Campylobacteria	0.0	6.629855185020316e-05	0.0	0.0	0.0	0.00019367333763718527	0.0	0.0	0.0	0.0	0.0	0.0	0.0003275879447636327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000639415582515954	0.00045795647331883137	0.0023010998169991485	0.0	0.0	0.0
Archaea|Euryarchaeota|Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.35837362765953e-05	0.0004614258405409437	0.0	0.0	0.0	0.0
Bacteria|Deferribacterota|Deferribacteres	0.000676921432579516	0.0	0.0	6.760525292815252e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00041098582992334223	0.0	0.0	0.0	0.00012594775687045014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Elusimicrobiota|Elusimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.194210990425483e-05	0.00019081519721617974	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Chloroflexia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001793278298240732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Acidobacteriota|Blastocatellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003779860901118839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Cyanobacteria|Cyanobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003527870174377583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004540552812304898	0.0	0.0
Bacteria|Acidobacteriota|Acidobacteriae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006810829218457347	0.0	0.0
Bacteria|Gemmatimonadota|Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002843846949327818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Anaerolineae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004540552812304898	0.0	0.0
